Amphi,Position,Latitude,Longitude,Accuracy_m,Altitude_m
4,2,36.6882707,2.8661183,6.7,176.5
4,2,36.688276,2.8661182,7.0,176.4
4,2,36.6882713,2.8661156,6.9,176.5
4,2,36.6882659,2.866115,6.4,176.4
4,2,36.6882656,2.8661151,6.4,176.4
4,2,36.6882667,2.8661155,6.3,176.4
4,2,36.6882682,2.8661172,6.1,176.4
4,2,36.6882732,2.8661184,6.3,176.5
4,2,36.6882731,2.866118,6.3,176.5
4,2,36.6882734,2.8661171,6.4,176.5
4,2,36.6882731,2.8661161,6.5,176.5
4,2,36.688274,2.8661151,6.5,176.5
4,2,36.6882748,2.866114,6.8,176.4
4,2,36.6882773,2.8661176,6.9,176.4
4,2,36.6882782,2.8661181,6.9,176.4
4,2,36.6882787,2.8661178,6.8,176.4
4,2,36.6882782,2.8661173,6.7,176.7
4,2,36.6882776,2.8661169,6.7,176.7
4,2,36.6882763,2.8661173,6.8,176.4
4,2,36.6882718,2.8661141,7.3,176.4
4,2,36.6882667,2.866114,7.1,176.4
4,2,36.6882655,2.866113,7.3,176.4
4,2,36.6882656,2.8661155,6.9,176.4
4,2,36.688265,2.8661146,6.9,176.5
4,2,36.6882675,2.8661163,6.7,176.5
4,3,36.6882672,2.8661182,6.8,176.5
4,3,36.6882704,2.8661216,7.2,176.7
4,3,36.6882722,2.8661219,7.3,176.5
4,3,36.6882757,2.8661194,7.2,176.4
4,3,36.6882716,2.8661146,7.1,176.4
4,3,36.688269,2.8661132,7.8,176.4
4,3,36.6882667,2.866113,7.8,176.4
4,3,36.6882661,2.8661129,8.2,176.4
4,3,36.688266,2.8661124,8.3,176.4
4,3,36.6882659,2.8661126,8.7,176.5
4,3,36.6882659,2.8661131,7.4,176.4
4,3,36.688266,2.8661128,5.9,176.4
4,3,36.688267,2.8661132,5.8,176.4
4,3,36.6882675,2.8661131,5.6,176.5
4,3,36.6882673,2.8661129,5.5,176.5
4,3,36.6882672,2.8661127,5.5,176.5
4,3,36.688268,2.8661114,5.3,176.7
4,3,36.6882699,2.8661109,5.6,176.7
4,3,36.6882701,2.8661105,5.7,176.7
4,3,36.6882694,2.8661099,6.0,176.7
4,3,36.6882756,2.8661097,6.0,176.7
4,3,36.6882779,2.8661092,6.2,176.7
4,3,36.6882776,2.8661082,6.3,176.7
4,3,36.6882768,2.866107,6.5,176.7
4,3,36.6882753,2.8661073,6.7,176.4
4,3,36.6882754,2.8661092,6.9,176.4
4,3,36.6882762,2.8661095,7.0,176.4
4,3,36.688278,2.8661116,7.5,176.5
4,3,36.688281,2.8661115,7.6,176.5
4,3,36.6882826,2.866111,7.7,176.5
4,3,36.6882834,2.8661115,7.7,176.5
4,3,36.6882834,2.8661109,7.7,176.5
4,3,36.6882838,2.8661104,7.7,176.5
4,3,36.6882823,2.8661107,7.8,176.4
4,3,36.6882831,2.8661117,7.9,176.4
4,3,36.6882845,2.866112,7.7,176.4
4,3,36.6882844,2.8661119,7.8,176.4
4,3,36.6882845,2.8661147,7.9,176.4
4,3,36.6882841,2.8661155,7.7,176.7
4,3,36.6882841,2.8661151,7.8,176.7
4,3,36.688284,2.8661141,7.9,176.7
4,3,36.688283,2.8661138,8.1,176.7
4,3,36.6882818,2.8661099,8.8,176.7
4,3,36.688277,2.8661096,8.6,176.4
4,3,36.6882759,2.866109,8.5,176.4
4,3,36.6882759,2.8661096,8.5,176.5
4,3,36.688279,2.8661072,8.3,176.5
4,3,36.6882795,2.8661059,8.2,176.5
4,3,36.6882809,2.8661057,8.6,176.5
4,3,36.6882822,2.8661051,8.9,176.5
4,3,36.6882823,2.8661043,8.5,176.5
4,3,36.688281,2.8661029,8.7,176.5
4,3,36.6882786,2.8661058,8.6,176.5
4,3,36.6882796,2.8661055,8.4,176.5
4,3,36.6882811,2.8661068,8.4,176.7
4,3,36.6882814,2.8661064,8.4,176.7
4,3,36.6882839,2.8661053,8.0,176.5
4,3,36.6882852,2.8661078,7.9,176.5
4,3,36.6882858,2.8661088,8.0,176.5
4,3,36.6882854,2.8661113,7.8,176.4
4,3,36.6882866,2.8661134,7.7,176.4
4,3,36.6882867,2.8661161,7.5,176.4
4,3,36.6882866,2.866117,7.5,176.4
4,3,36.6882852,2.8661195,7.3,176.4
4,3,36.6882851,2.8661244,6.8,176.4
4,3,36.6882845,2.8661249,6.7,176.7
4,3,36.6882835,2.8661252,6.7,176.7
4,3,36.688283,2.8661253,6.7,176.7
4,3,36.6882829,2.8661253,6.7,176.7
4,3,36.6882825,2.8661266,6.9,176.7
4,3,36.6882845,2.8661269,7.0,176.7
4,3,36.6882857,2.8661269,7.0,176.7
4,3,36.6882854,2.8661276,7.1,176.7
4,3,36.6882858,2.8661298,7.3,176.7
4,3,36.6882837,2.8661313,7.4,176.7
4,3,36.6882828,2.8661326,7.3,176.7
4,3,36.688282,2.8661327,7.2,176.7
4,3,36.6882799,2.8661317,7.3,176.7
4,3,36.6882781,2.8661317,7.5,176.7
5,1,36.6883335,2.8667056,14.5,181.5
5,1,36.6883301,2.8667116,23.8,181.5
5,1,36.6883264,2.8667143,12.9,181.5
5,1,36.6883358,2.8667053,9.0,181.5
5,1,36.6883385,2.8667013,7.3,181.5
5,1,36.6883365,2.8667045,6.3,181.5
5,1,36.6883357,2.8667056,6.0,181.5
5,1,36.6883373,2.8667028,5.6,181.5
5,1,36.6883373,2.8667027,5.6,181.6
5,1,36.688338,2.8667001,5.3,181.5
5,1,36.6883401,2.8666982,5.0,181.5
5,1,36.6883414,2.8666951,5.2,181.5
5,1,36.6883416,2.8666948,5.4,181.6
5,1,36.6883405,2.8666968,5.2,181.6
5,1,36.6883387,2.8666998,4.6,181.5
5,1,36.6883387,2.8666999,4.6,181.5
5,1,36.6883406,2.8666978,4.5,181.5
5,1,36.6883408,2.8666977,4.3,181.5
5,1,36.688342,2.8666955,4.0,181.5
5,1,36.688342,2.8666956,4.1,181.6
5,1,36.6883403,2.8666983,3.9,181.6
5,1,36.6883392,2.8667002,3.8,181.5
5,1,36.6883392,2.8666997,3.7,181.5
5,1,36.6883389,2.866699,3.7,181.5
5,1,36.68834,2.8666977,3.6,181.5
5,1,36.6883398,2.8666974,3.6,181.5
5,1,36.6883406,2.8666965,3.5,181.5
5,1,36.6883417,2.8666934,3.4,181.5
5,1,36.6883428,2.8666923,3.4,181.5
5,1,36.6883434,2.8666916,3.3,181.5
5,1,36.6883441,2.866691,3.2,181.5
5,1,36.6883429,2.8666925,3.1,181.5
5,1,36.6883436,2.8666916,3.0,181.5
5,1,36.6883434,2.8666919,3.0,181.6
5,1,36.6883433,2.8666919,3.0,181.5
5,1,36.6883429,2.8666924,3.0,181.5
5,2,36.6883431,2.866692,3.4,181.5
5,2,36.6883421,2.8666928,3.6,181.6
5,2,36.6883412,2.8666943,3.5,181.5
5,2,36.6883424,2.8666938,3.4,181.6
5,2,36.6883424,2.8666934,3.4,181.5
5,2,36.6883424,2.8666933,3.4,181.5
5,2,36.6883431,2.8666918,3.4,181.5
5,2,36.6883435,2.8666907,3.3,181.6
5,2,36.6883427,2.8666915,3.1,181.6
5,2,36.6883427,2.8666914,3.2,181.6
5,2,36.6883425,2.8666915,3.1,181.5
5,2,36.6883424,2.8666915,3.1,181.6
5,2,36.688342,2.8666924,3.0,181.6
5,2,36.6883414,2.8666932,3.0,181.6
5,2,36.6883408,2.8666942,3.0,181.5
5,2,36.6883409,2.8666945,3.0,181.6
5,2,36.688341,2.8666941,3.0,181.5
5,2,36.688341,2.866694,3.0,181.6
5,2,36.6883411,2.8666937,3.0,181.5
5,2,36.6883417,2.8666932,3.0,181.5
5,2,36.6883423,2.8666931,3.7,181.5
5,2,36.688342,2.8666929,3.6,181.6
5,2,36.6883422,2.8666927,3.5,181.5
5,2,36.6883423,2.8666929,3.4,181.5
5,2,36.688342,2.8666938,3.4,181.5
5,2,36.6883411,2.8666951,3.3,181.6
5,2,36.6883413,2.8666945,3.3,181.5
5,2,36.6883419,2.8666934,3.2,181.5
5,2,36.6883422,2.8666932,3.2,181.5
5,2,36.6883422,2.8666931,3.2,181.5
5,2,36.6883427,2.8666923,3.1,181.6
5,2,36.6883424,2.8666926,3.1,181.5
5,2,36.6883416,2.8666918,3.5,181.5
5,3,36.6883416,2.8666919,3.9,181.5
5,3,36.6883425,2.8666908,3.7,181.5
5,3,36.6883425,2.8666905,3.5,181.5
5,3,36.6883433,2.8666898,3.5,181.6
5,3,36.6883427,2.8666905,3.3,181.5
5,3,36.688343,2.8666895,3.3,181.6
5,3,36.688343,2.8666894,3.3,181.5
5,3,36.6883434,2.8666894,3.3,181.5
5,3,36.6883432,2.8666894,3.3,181.5
5,3,36.6883428,2.8666897,3.2,181.5
5,3,36.6883432,2.8666897,3.1,181.6
5,3,36.6883433,2.8666895,3.1,181.5
5,3,36.6883426,2.8666906,3.0,181.5
5,3,36.6883429,2.8666899,3.0,181.6
5,3,36.6883428,2.86669,3.0,181.5
5,3,36.6883427,2.86669,3.0,181.5
5,3,36.6883429,2.8666902,3.0,181.5
5,3,36.6883435,2.8666898,3.0,181.5
5,3,36.688344,2.8666893,3.0,181.5
5,3,36.6883438,2.8666891,3.0,181.5
5,3,36.6883431,2.8666898,3.7,181.5
5,3,36.6883443,2.8666888,4.4,181.5
5,3,36.6883445,2.8666881,4.2,181.5
5,3,36.6883434,2.866689,4.1,181.5
5,3,36.6883441,2.8666884,3.9,181.5
5,3,36.6883444,2.8666879,3.9,181.5
5,3,36.6883436,2.8666891,3.8,181.5
5,3,36.6883425,2.8666898,3.6,181.6
5,3,36.6883426,2.8666893,3.6,181.6
5,3,36.6883427,2.8666893,3.6,181.5
5,3,36.6883435,2.8666882,3.5,181.6
5,3,36.6883429,2.8666889,3.4,181.5
5,3,36.6883429,2.8666889,3.4,181.6
5,3,36.688343,2.8666883,3.4,181.5
5,3,36.6883429,2.8666891,3.3,181.5
6,1,36.6883418,2.8664534,14.2,181.5
6,1,36.6883409,2.866458,23.7,181.5
6,1,36.6883405,2.866452,9.4,181.5
6,1,36.6883408,2.8664511,7.1,181.5
6,1,36.688343,2.8664534,6.1,181.1
6,1,36.688343,2.8664545,5.1,181.1
6,1,36.6883425,2.8664549,4.7,181.1
6,1,36.688344,2.8664556,4.8,181.1
6,1,36.688344,2.8664549,5.5,181.5
6,1,36.6883429,2.8664547,5.3,181.1
6,1,36.6883437,2.8664553,5.0,181.5
6,1,36.6883429,2.8664536,4.7,180.9
6,1,36.6883434,2.8664544,5.0,180.9
6,1,36.6883435,2.8664545,5.3,181.5
6,1,36.6883433,2.8664544,5.1,181.1
6,1,36.6883435,2.8664538,4.9,180.9
6,1,36.6883438,2.8664544,5.2,180.9
6,1,36.6883439,2.8664545,5.5,181.1
6,1,36.6883446,2.8664563,5.2,180.9
6,1,36.6883444,2.8664567,4.9,181.1
6,1,36.6883453,2.8664571,4.7,180.9
6,1,36.6883453,2.8664568,4.5,181.1
6,1,36.6883454,2.8664558,4.3,181.1
6,1,36.6883453,2.8664558,4.2,181.1
6,1,36.6883468,2.8664571,4.0,181.5
6,1,36.6883474,2.8664579,3.9,181.1
6,1,36.6883474,2.8664582,3.7,181.1
6,1,36.6883474,2.8664585,3.7,181.1
6,1,36.6883468,2.8664588,3.6,181.1
6,1,36.6883467,2.8664591,3.5,181.5
6,1,36.6883464,2.866459,3.4,180.9
6,1,36.6883457,2.8664591,3.4,180.9
6,1,36.688345,2.8664588,3.3,180.9
6,1,36.6883452,2.8664592,3.3,181.1
6,1,36.6883464,2.8664605,3.2,180.9
6,1,36.6883459,2.8664596,3.5,180.9
6,1,36.688346,2.8664584,4.4,180.9
6,1,36.6883459,2.8664585,5.5,180.9
6,1,36.6883457,2.8664582,6.2,180.9
6,1,36.6883447,2.8664574,7.4,181.1
6,1,36.6883445,2.8664568,7.6,181.1
6,1,36.6883429,2.8664542,8.6,181.1
6,1,36.6883434,2.8664507,8.4,181.1
6,1,36.6883484,2.866447,8.2,181.1
6,1,36.6883491,2.8664467,8.2,181.1
6,1,36.6883523,2.866445,8.2,181.1
6,1,36.6883535,2.8664434,8.1,181.1
6,1,36.6883512,2.8664404,7.7,181.1
6,1,36.6883482,2.8664475,7.0,181.1
6,1,36.6883467,2.8664484,6.7,181.1
6,2,36.6883463,2.8664437,7.1,181.1
6,2,36.688345,2.8664417,7.5,181.1
6,2,36.6883444,2.8664409,7.9,180.9
6,2,36.6883444,2.8664474,7.9,180.9
6,2,36.688345,2.8664483,7.4,181.5
6,2,36.6883459,2.8664521,7.2,181.5
6,2,36.6883453,2.8664489,6.4,181.5
6,2,36.6883436,2.8664474,6.4,181.5
6,2,36.6883428,2.8664461,6.8,181.1
6,2,36.6883436,2.8664466,6.7,181.1
6,2,36.6883443,2.866447,6.8,181.1
6,2,36.6883441,2.8664542,6.4,180.9
6,2,36.6883439,2.8664546,6.2,180.9
6,2,36.6883451,2.8664533,6.2,180.9
6,2,36.6883453,2.866452,6.3,181.5
6,2,36.6883464,2.8664517,6.2,181.5
6,2,36.6883469,2.8664515,6.2,181.5
6,2,36.6883492,2.8664518,6.3,181.1
6,2,36.6883491,2.8664544,6.4,181.1
6,2,36.6883479,2.8664561,6.5,181.1
6,2,36.6883516,2.8664592,6.4,181.5
6,2,36.6883527,2.866459,6.4,181.5
6,2,36.6883537,2.8664608,6.5,181.5
6,2,36.688355,2.8664611,6.7,181.5
6,2,36.6883565,2.8664625,6.7,181.5
6,2,36.6883593,2.8664673,6.6,181.5
6,2,36.6883581,2.8664645,6.4,180.9
6,2,36.6883543,2.8664647,6.2,180.9
6,2,36.6883539,2.8664669,6.1,180.9
6,2,36.6883545,2.8664679,5.9,180.9
6,2,36.6883592,2.8664701,6.1,181.5
6,2,36.68836,2.8664706,6.1,181.5
6,2,36.6883588,2.8664715,6.2,181.5
6,2,36.6883577,2.8664715,6.3,181.5
6,2,36.6883564,2.8664715,6.9,181.1
6,2,36.6883571,2.8664685,6.4,181.5
6,2,36.6883531,2.866467,6.3,181.5
6,2,36.6883527,2.8664678,6.2,181.5
6,2,36.6883515,2.866467,6.2,180.9
6,2,36.688351,2.8664664,6.3,180.9
6,2,36.6883482,2.8664609,7.0,181.1
6,2,36.6883465,2.8664606,7.0,181.1
6,2,36.688347,2.8664606,7.1,181.1
6,2,36.6883483,2.86646,7.4,181.1
6,2,36.6883484,2.8664609,7.4,181.1
6,2,36.6883475,2.8664616,7.5,181.1
6,2,36.6883461,2.8664624,7.3,181.1
6,2,36.688344,2.8664617,7.3,181.1
6,2,36.6883432,2.8664613,7.3,181.1
6,2,36.6883451,2.8664614,7.5,181.1
6,2,36.6883453,2.8664618,7.6,181.1
6,2,36.6883442,2.8664602,7.9,181.1
6,2,36.6883441,2.8664593,8.0,181.1
6,2,36.6883443,2.8664601,8.0,181.1
6,2,36.6883454,2.8664603,7.9,181.1
6,2,36.6883462,2.866461,7.9,181.1
6,2,36.6883446,2.8664595,7.7,181.1
6,2,36.6883432,2.8664585,7.4,181.1
6,2,36.6883513,2.8664633,10.8,181.1
6,2,36.6883543,2.8664686,13.3,180.9
6,2,36.6883538,2.8664684,20.0,181.1
6,2,36.688346,2.8664711,14.9,181.1
6,2,36.6883381,2.8664655,13.8,180.9
6,2,36.6883514,2.8664634,14.6,181.1
6,2,36.688363,2.866478,12.8,181.5
6,2,36.6883371,2.8664638,13.4,180.9
6,2,36.6883479,2.8664596,14.1,181.1
6,2,36.6883368,2.8664651,13.3,180.9
6,2,36.6883431,2.866464,12.7,181.1
6,3,36.6883363,2.8664615,13.4,180.9
6,3,36.6883438,2.8664654,13.7,181.1
6,3,36.6883606,2.8664789,12.9,181.5
6,3,36.6883405,2.8664615,13.2,181.1
6,3,36.6883452,2.8664683,14.3,181.1
6,3,36.6883497,2.8664685,13.7,180.9
6,3,36.6883503,2.8664658,14.0,180.9
6,3,36.6883507,2.8664666,12.8,180.9
6,3,36.6883636,2.8664747,14.6,181.5
6,3,36.6883494,2.8664648,13.3,180.9
6,3,36.6883376,2.8664591,13.3,180.9
6,3,36.6883433,2.866475,15.7,181.1
6,3,36.688346,2.8664701,12.3,180.9
6,3,36.688346,2.8664655,14.3,181.1
6,3,36.688336,2.8664625,14.2,180.9
6,3,36.6883642,2.8664752,13.4,181.5
6,3,36.6883555,2.866466,20.0,181.1
6,3,36.6883534,2.8664628,14.5,181.1
6,3,36.6883642,2.866474,14.5,181.5
6,3,36.6883453,2.8664606,12.9,181.1
6,3,36.6883577,2.8664615,20.0,181.1
6,3,36.6883447,2.8664698,14.3,181.1
6,3,36.6883489,2.8664638,13.1,180.9
6,3,36.6883606,2.8664786,13.9,180.9
6,3,36.6883323,2.86647,12.8,180.9
6,3,36.6883509,2.8664638,13.3,180.9
6,3,36.6883635,2.8664745,14.2,181.1
6,3,36.6883621,2.8664765,14.6,181.5
6,3,36.6883411,2.86646,12.8,181.1
6,3,36.6883618,2.8664717,14.3,181.1
6,3,36.688366,2.8664821,12.2,181.5
6,3,36.6883539,2.8664638,13.7,181.1
6,3,36.6883611,2.8664703,13.7,181.1
6,3,36.688345,2.8664602,12.9,181.1
6,3,36.6883408,2.8664635,20.0,180.9
6,3,36.6883405,2.8664647,12.7,181.1
6,3,36.6883588,2.8664696,13.3,181.5
6,3,36.6883455,2.866466,12.9,181.1
6,3,36.6883353,2.8664628,12.8,180.9
6,3,36.6883576,2.8664612,20.0,181.1
6,3,36.6883604,2.8664731,14.4,181.5
6,3,36.6883446,2.8664688,20.0,180.9
7,1,36.6883006,2.8661833,7.9,181.5
7,1,36.6882998,2.8661795,8.8,181.3
7,1,36.6883013,2.8661773,8.4,181.3
7,1,36.688301,2.8661765,8.1,181.3
7,1,36.6883069,2.8661848,8.0,181.3
7,1,36.6883096,2.8661876,7.9,181.3
7,1,36.6883099,2.8661882,7.8,181.3
7,1,36.6883099,2.8661885,7.7,181.3
7,1,36.6883104,2.8661885,7.9,181.3
7,1,36.6883029,2.866179,8.1,181.3
7,1,36.6883015,2.8661774,7.9,181.3
7,1,36.6882991,2.8661734,8.1,181.1
7,1,36.688298,2.8661723,8.2,181.1
7,1,36.6882975,2.8661719,8.3,181.1
7,1,36.6882959,2.8661715,8.5,181.1
7,1,36.6882948,2.86617,8.8,181.1
7,1,36.6882954,2.86617,9.0,181.5
7,1,36.6882952,2.8661695,9.1,181.5
7,1,36.688294,2.8661686,9.2,181.5
7,1,36.6882939,2.8661688,9.3,181.5
7,1,36.6882932,2.8661689,9.4,181.3
7,1,36.6882887,2.8661678,9.6,181.3
7,1,36.6882866,2.8661674,9.3,181.3
7,1,36.6882854,2.8661675,9.3,181.5
7,1,36.6882853,2.8661707,9.4,181.5
7,1,36.6882855,2.8661721,9.5,181.5
7,1,36.6882884,2.8661857,9.6,181.3
7,1,36.6882917,2.8661922,9.2,181.3
7,1,36.688292,2.8661925,9.2,181.3
7,1,36.6882924,2.8661896,8.8,181.3
7,1,36.6882916,2.8661864,8.6,181.3
7,1,36.6882912,2.8661859,8.5,181.3
7,1,36.6882905,2.8661833,8.2,181.3
7,1,36.6882883,2.8661782,8.0,181.3
7,1,36.6882872,2.8661778,7.9,181.3
7,1,36.688287,2.8661789,7.9,181.3
7,1,36.6882864,2.866183,8.0,181.3
7,1,36.6882863,2.8661852,8.4,181.3
7,1,36.6882863,2.8661854,8.8,181.3
7,1,36.688287,2.8661808,8.8,181.5
7,1,36.6882874,2.8661783,8.8,181.5
7,1,36.6882889,2.866177,9.2,181.3
7,1,36.6882942,2.8661765,9.2,181.3
7,1,36.688295,2.8661738,8.9,181.3
7,1,36.6882978,2.8661809,8.3,181.3
7,1,36.6882973,2.8661834,8.0,181.3
7,1,36.6882956,2.866179,8.0,181.3
7,1,36.688297,2.8661765,7.7,181.3
7,1,36.6882955,2.8661749,7.5,181.5
7,1,36.6882961,2.8661744,7.5,181.5
7,1,36.6882979,2.8661821,7.8,181.3
7,1,36.6882996,2.8661857,8.0,181.3
7,1,36.6883001,2.8661889,8.2,181.3
7,1,36.6882975,2.8661893,8.0,181.3
7,1,36.6882969,2.8661891,7.7,181.3
7,1,36.688297,2.8661911,7.8,181.3
7,1,36.6882982,2.8661926,7.7,181.3
7,1,36.6882967,2.8661911,7.6,181.5
7,1,36.6882939,2.8661908,7.8,181.5
7,1,36.6882956,2.8661839,8.2,181.3
7,1,36.6882966,2.8661808,8.7,181.5
7,1,36.6882937,2.8661816,8.5,181.5
7,1,36.6882923,2.8661813,8.3,181.5
7,1,36.688299,2.8661948,8.0,181.5
7,1,36.6883004,2.8661964,7.8,181.5
7,1,36.6883021,2.8662016,8.3,181.5
7,1,36.6883037,2.8662003,8.1,181.5
7,1,36.688304,2.8662002,8.2,181.5
7,1,36.6883072,2.8662006,8.7,181.3
7,1,36.6883119,2.8661998,9.1,181.3
7,1,36.6883105,2.8661977,8.9,181.3
7,1,36.6883102,2.8661966,8.9,181.3
7,1,36.6883124,2.8661935,9.5,181.3
7,1,36.6883145,2.8661907,12.4,181.3
7,1,36.688315,2.8661894,11.9,181.3
7,1,36.6883129,2.8661954,9.5,181.3
7,1,36.6883147,2.8661978,8.5,181.3
7,1,36.6883128,2.866198,8.3,181.3
7,1,36.6883075,2.866193,7.9,181.3
7,2,36.6883044,2.866198,7.4,181.3
7,2,36.6883053,2.8661992,7.4,181.3
7,2,36.6883066,2.8662007,7.4,181.3
7,2,36.6883071,2.8662012,7.6,181.5
7,2,36.6883071,2.8661996,7.8,181.5
7,2,36.6883093,2.866203,8.3,181.3
7,2,36.6883083,2.8662053,8.2,181.3
7,2,36.6883078,2.8662017,7.9,181.5
7,2,36.6883065,2.8662018,7.8,181.5
7,2,36.688307,2.8662017,7.9,181.5
7,2,36.6883037,2.8662078,8.2,181.5
7,2,36.6883026,2.8662075,8.2,181.5
7,2,36.6883027,2.8662059,8.2,181.5
7,2,36.6883036,2.8662069,8.2,181.5
7,2,36.6883036,2.8662066,8.0,181.5
7,2,36.6883034,2.8662073,8.0,181.5
7,2,36.6883022,2.8662083,8.3,181.5
7,2,36.6883048,2.8662055,8.2,181.5
7,2,36.6883046,2.8662046,7.9,181.5
7,2,36.6883043,2.8662041,8.1,181.3
7,2,36.6883051,2.8662019,8.0,181.3
7,2,36.6883045,2.8662008,7.7,181.3
7,2,36.6883016,2.8662017,8.0,181.5
7,2,36.6883002,2.8661999,8.2,181.3
7,2,36.6882959,2.866195,8.1,181.3
7,2,36.688294,2.8661949,8.1,181.3
7,2,36.6882959,2.8661991,7.6,181.3
7,2,36.6883015,2.866199,7.5,181.3
7,2,36.6883031,2.8662,7.6,181.5
7,2,36.6883027,2.8662013,7.6,181.5
7,2,36.6882999,2.8661971,7.3,181.5
7,2,36.6882997,2.866196,7.1,181.5
7,2,36.6882988,2.8661918,7.0,181.5
7,2,36.6882961,2.866191,7.2,181.3
7,2,36.6882963,2.8661944,7.5,181.3
7,2,36.688299,2.8661961,7.7,181.5
7,2,36.6882983,2.8661853,7.6,181.3
7,2,36.6882981,2.8661838,7.7,181.3
7,2,36.6882991,2.8661859,7.7,181.3
7,2,36.6883003,2.8661876,7.6,181.3
7,2,36.6883008,2.8661854,7.6,181.3
7,2,36.6883007,2.8661872,7.6,181.3
7,2,36.688301,2.8661875,7.4,181.5
7,2,36.6883017,2.8661884,7.6,181.5
7,2,36.6883042,2.8661901,7.7,181.5
7,2,36.6883051,2.8661903,7.9,181.3
7,2,36.6883061,2.8661929,8.0,181.3
7,2,36.6883082,2.8661937,8.1,181.3
7,2,36.6883092,2.8661922,8.6,181.5
7,2,36.688313,2.866192,8.9,181.5
7,2,36.6883131,2.8661902,9.5,181.5
7,2,36.6883151,2.8661968,9.3,181.5
7,2,36.6883151,2.8661974,9.3,181.5
7,2,36.6883161,2.8662056,9.0,181.5
7,2,36.6883121,2.8662078,8.2,181.5
7,2,36.6883061,2.8662026,8.0,181.5
7,2,36.6883056,2.8662041,7.7,181.5
7,2,36.6883083,2.866207,7.5,181.5
7,2,36.6883097,2.8662073,7.6,181.5
7,2,36.6883104,2.866207,7.6,181.5
7,2,36.6883146,2.8662059,8.0,181.3
7,2,36.6883165,2.8662045,8.1,181.3
7,2,36.6883141,2.8662021,7.9,181.3
7,2,36.688309,2.8662018,7.7,181.5
7,2,36.6883077,2.8662013,7.6,181.5
7,2,36.688305,2.8662008,7.5,181.5
7,2,36.688305,2.8662002,7.7,181.3
7,2,36.6883033,2.8662016,8.2,181.3
7,2,36.6883032,2.8662014,8.4,181.3
7,2,36.6883032,2.8662007,8.5,181.5
7,2,36.6882999,2.8661959,8.8,181.5
7,2,36.6882994,2.8661933,9.0,181.5
7,2,36.6883051,2.8661958,8.4,181.3
7,2,36.6883023,2.8661916,7.5,181.3
7,2,36.6883032,2.8661926,7.4,181.3
7,2,36.6883033,2.8661926,7.4,181.3
7,2,36.6883049,2.8661957,7.4,181.3
7,2,36.6883054,2.8661941,7.3,181.5
7,2,36.6883048,2.8661902,7.4,181.5
7,2,36.6883025,2.8661894,7.5,181.3
7,2,36.6883017,2.8661911,7.6,181.3
7,2,36.6883002,2.8661976,8.1,181.3
7,3,36.6883,2.8662018,8.0,181.3
7,3,36.6882993,2.8662019,7.9,181.3
7,3,36.6882975,2.8662018,7.8,181.3
7,3,36.6882959,2.8661989,7.8,181.3
7,3,36.688298,2.8661972,7.9,181.3
7,3,36.6882994,2.8661948,7.9,181.3
7,3,36.6882995,2.8661947,7.9,181.3
7,3,36.6882995,2.8661934,7.9,181.5
7,3,36.6882986,2.8661931,8.0,181.5
7,3,36.6882993,2.8661964,7.9,181.5
7,3,36.6882998,2.8661985,8.0,181.3
7,3,36.6882976,2.8662029,8.1,181.3
7,3,36.6882966,2.8662043,8.5,181.3
7,3,36.6882975,2.8662077,8.4,181.3
7,3,36.6882986,2.866208,8.3,181.3
7,3,36.6882994,2.8662086,8.0,181.3
7,3,36.6883002,2.8662091,7.9,181.3
7,3,36.6883001,2.8662102,8.0,181.3
7,3,36.6883011,2.8662116,8.1,181.3
7,3,36.6883012,2.8662115,8.1,181.5
7,3,36.688301,2.866211,8.1,181.5
7,3,36.6882986,2.8662107,7.6,181.3
7,3,36.6882984,2.8662111,7.4,181.3
7,3,36.6882983,2.8662133,7.4,181.3
7,3,36.6882993,2.8662155,7.4,181.3
7,3,36.6883007,2.866215,7.5,181.3
7,3,36.6883008,2.8662158,7.4,181.3
7,3,36.6883024,2.8662202,7.4,181.3
7,3,36.688303,2.8662225,7.4,181.3
7,3,36.6883023,2.8662238,7.3,181.3
7,3,36.6883005,2.8662251,7.6,181.5
7,3,36.6882975,2.866225,7.6,181.5
7,3,36.6882912,2.8662202,7.6,181.5
7,3,36.6882954,2.8662154,7.5,181.3
7,3,36.6882939,2.8662081,7.7,181.3
7,3,36.6882944,2.8662069,8.2,181.3
7,3,36.6882937,2.8662055,8.1,181.3
7,3,36.6882928,2.8662042,8.2,181.3
7,3,36.6882911,2.8662006,8.4,181.3
7,3,36.68829,2.8662009,8.4,181.5
7,3,36.6882885,2.866194,8.7,181.5
7,3,36.6882884,2.8661925,9.0,181.3
7,3,36.6882922,2.8661912,8.8,181.3
7,3,36.6882946,2.8661886,8.8,181.3
7,3,36.6882941,2.8661887,8.9,181.3
7,3,36.6882939,2.8661865,8.7,181.3
7,3,36.6882937,2.8661803,8.3,181.3
7,3,36.6882973,2.8661805,8.3,181.3
7,3,36.6882997,2.8661789,8.2,181.3
7,3,36.6883013,2.8661795,8.3,181.3
7,3,36.6882989,2.8661834,8.4,181.3
7,3,36.6882981,2.8661869,8.8,181.5
7,3,36.6882974,2.8661897,9.2,181.5
7,3,36.6882974,2.866191,9.5,181.5
7,3,36.6882976,2.8661909,9.5,181.3
7,3,36.6882935,2.8662025,9.4,181.3
7,3,36.6882899,2.8662128,8.9,181.3
